"","title","price","floor_area","location","agency","image_url"
"1","Top 2.3 Eindrucksvoller Wohnraum für Freidenker",1600000,326,"1030","Birnleitner Immobilien GmbH.","https://cache.willhaben.at/mmo/8/276/323/988_519234285_hoved.jpg"
"2","Maisonette Wohnung mit Blick auf Belvedere, Designeinrichtung!",649000,197,"1030","ImmoTrading GmbH","https://cache.willhaben.at/mmo/4/291/982/914_-1106117926_hoved.jpg"
"3","Großzügige 3 Zimmerwohnung inmitten des 3. Gemeindebezirks.",849000,117,"1030","JP Immobilien","https://cache.willhaben.at/mmo/0/314/516/940_1936394283_hoved.jpg"
"4","Aus Wohnraum wird Wohntraum - Altbau im Dritten",435000,162,"1030","Wohnen & Wert Realitätenvermittlung GmbH","https://cache.willhaben.at/mmo/5/380/542/995_1212665169_hoved.jpg"
"5","Tom völlig losgelöst von der Erde",639000.41,87,"1030","rooming rebels","https://cache.willhaben.at/mmo/9/374/013/519_531881696_hoved.jpg"
"6","** FÜR FAMILIEN MIT GROSSEN ANSPRÜCHEN ** EXZELLENT GEPLANTE 3 ZIMMET DACHGESCHOSS - MAISONETTE IM BELIEBTEN BEZIRK LANDSTRASSE **",752560,108,"1030","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/9/380/490/319_-780932643_hoved.jpg"
"7","TrIIIple - Wohnen hoch über Wien",582690,85,"1030","OTTO IMMOBILIEN GRUPPE","https://cache.willhaben.at/mmo/9/292/563/229_-1231426857_hoved.jpg"
"8","TrIIIple - Wohnen hoch über Wien",345000,69,"1030","OTTO IMMOBILIEN GRUPPE","https://cache.willhaben.at/mmo/6/292/563/166_-1231426857_hoved.jpg"
"9","DIREKT VON PRIVAT: Sehr gute Lage - Wohnung Nähe Schloss Belvedere",798000,79,"1030","","https://cache.willhaben.at/mmo/9/378/905/169_-2077825628_hoved.jpg"
"10","FASANVIERTEL: NEUE DG-WOHNUNG MIT BLICK BIS STEPHANSDOM: 5 ZIMMER, GROSSE TERRASSE",1133000,166,"1030","gb-direkt Finanzberatung & Immobilienhandel GmbH","https://cache.willhaben.at/mmo/2/196/099/702_330432693_hoved.jpg"
"11","Am Modenapark Bauteil C2",-1,106,"1030","JP Immobilien","https://cache.willhaben.at/mmo/3/247/348/003_726725946_hoved.jpg"
"12","Wiener Chic - Lebensart und Eleganz",279000,218,"1030","IMMO.CONSULT-ZEHNZEHN GmbH","https://cache.willhaben.at/mmo/7/350/278/237_1034743067_hoved.jpg"
"13","TraumWohnung im Herzen von Wien!",289500,54,"1030","IMMOSKY Skylead Real GmbH - Wien","https://cache.willhaben.at/mmo/1/380/384/391_-1758856321_hoved.jpg"
"14","WOHNTRAUM | SONNIGE 2-ZIMMERWOHNUNG MIT LOGGIA UND WEITBLICK",309500,44,"1030","Mister Immo GmbH","https://cache.willhaben.at/mmo/6/380/382/446_1559163014_hoved.jpg"
"15","Perfekte Stadtwohnung im Dritten",549000,73,"1030","IMMO.CONSULT-ZEHNZEHN GmbH","https://cache.willhaben.at/mmo/2/354/499/992_-1936811305_hoved.jpg"
"16","Charmante 3-Zimmer-Altbauwohnung mit Balkon",399000,98,"1030","BONREAL Immobilienvermittlung GmbH","https://cache.willhaben.at/mmo/4/350/258/514_-1241451604_hoved.jpg"
"17","PREISREDUKTION - ERSTBEZUG DIREKT VOM BAUTRÄGER OHNE PROVISION - DACHGARTEN IM 1 STOCK",1149000,56,"1030","Siebendörfer Immobilien GmbH","https://cache.willhaben.at/mmo/5/380/360/615_-1881547835_hoved.jpg"
"18","Sonnige Dachgeschosswohnung im Botschaftsviertel",824660,151,"1030","EHL Immobilien GmbH","https://cache.willhaben.at/mmo/3/361/783/573_-881269547_hoved.jpg"
"19","Wohnen mit Ausblick - im TrIIIple",299000,101,"1030","IVV Verkauf und Vermietungs GmbH","https://cache.willhaben.at/mmo/5/294/354/685_-1456869972_hoved.jpg"
"20","YES - 10 Minuten zum Stephansplatz - 2-Zimmer Altbauwohnung",465000,66,"1030","YES Immobilien GmbH","https://cache.willhaben.at/mmo/9/355/890/139_1956243218_hoved.jpg"
"21","Altbauwohnung im Botschaftsviertel",1538000,80,"1030","","https://cache.willhaben.at/mmo/7/375/195/377_832428764_hoved.jpg"
"22","Am Modenapark Bauteil C2",1693000,130,"1030","JP Immobilien","https://cache.willhaben.at/mmo/9/251/915/599_726725946_hoved.jpg"
"23","LAENDYARD - Stiege 2 - Wunderschöne 2 Zimmerwohnung mit Balkon",275000,40,"1030","JP Immobilien","https://cache.willhaben.at/mmo/5/380/321/245_-1082660705_hoved.jpg"
"24","EXKLUSIVES PENTHOUSE NÄHE ARENBERGPARK",1498000,197,"1030","Alon Immobilien GmbH","https://cache.willhaben.at/mmo/0/338/631/530_1769404337_hoved.jpg"
"25","WOHNEN IM GOLDENEN QUARTIER",1798000,73,"1010","OTTO IMMOBILIEN GRUPPE","https://cache.willhaben.at/mmo/9/334/355/509_-1631592316_hoved.jpg"
"26","Nähe Börseplatz: Charakterwohnung mit Loggia",3050000,152,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/8/356/104/868_1755047149_hoved.jpg"
"27","Penthouse in der Nähe der Oper mit Blick auf den Stephansdom",984000,220,"1010","Von Poll Immobilien Wien","https://cache.willhaben.at/mmo/7/356/101/627_-947724528_hoved.jpg"
"28","Anlegertraum in exzellenter Lage / Investor appartment in top location",984000,82,"1010","Immo-Company Haas & Urban Immobilien GmbH","https://cache.willhaben.at/mmo/6/380/579/476_441899374_hoved.jpg"
"29","Investor für Altbaujuwel gesucht",1740000,80,"1010","Golden Home Real LTD & CoKG","https://cache.willhaben.at/mmo/6/380/553/406_462809618_hoved.jpg"
"30","Altbau-Chic trifft eleganten Wohnkomfort",2403000,120,"1010","Marschall Immobilien GmbH","https://cache.willhaben.at/mmo/9/314/867/879_-1248205253_hoved.jpg"
"31","** APPARTEMENT IM HOTEL MARRIOTT ** ERSTBEZUG *** COBURG-BLICK ***",3400000,127,"1010","TREND Immobilien","https://cache.willhaben.at/mmo/2/302/406/662_747238368_hoved.jpg"
"32","Sensationelle elegante Altbauwohnung",4486000,170,"1010","THOMAS Immobilientreuhand GmbH","https://cache.willhaben.at/mmo/8/302/318/248_-2059471587_hoved.jpg"
"33","Private Residenz in imperialem Prachtbau",5394000,224,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/8/355/882/218_-973991324_hoved.jpg"
"34","Extravaganter Stadtblick und exklusive Toplage",7687000,210,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/4/355/882/134_-1533866140_hoved.jpg"
"35","Imperiale Residenz in Prestige-Lage",1.5e+07,383,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/9/355/882/139_349835796_hoved.jpg"
"36","Imperiales Palais: Prunkvoll Leben auf 750 qm",10420000,750,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/9/355/882/179_-2085088638_hoved.jpg"
"37","Außergewöhnlich Leben im Palais auf 512 qm",1e+07,512,"1010","Engel & Völkers Wien, EuV Immobilien GmbH","https://cache.willhaben.at/mmo/4/355/882/064_1488066540_hoved.jpg"
"38","FIRST CLASS LIVING | BREATHTAKING PENTHOUSE WITH HOTEL-SERVICE",-1,286,"1010","Mister Immo GmbH","https://cache.willhaben.at/mmo/6/380/159/856_294118649_hoved.jpg"
"39","Kontemporärer Lebensstil im Palais der belle Époque",-1,264,"1010","Akkadia Immobilienvermittlungs GmbH","https://cache.willhaben.at/mmo/1/338/497/061_1259663525_hoved.jpg"
"40","NEU - Luxus und Atmosphäre am Park",-1,214,"1010","NOVEL REAL","https://cache.willhaben.at/mmo/3/361/575/553_-328994037_hoved.jpg"
"41","NEU - Luxuriöser Wohntraum am Park",-1,262,"1010","NOVEL REAL","https://cache.willhaben.at/mmo/6/361/575/556_-299700702_hoved.jpg"
"42","NEU - Exquisites Wohnen am Park",2375000,286,"1010","NOVEL REAL","https://cache.willhaben.at/mmo/8/361/574/898_-1542591448_hoved.jpg"
"43","Stilvolle Altbauwohnung mit Balkon und hauseigenem Fitness Club",3590000,143,"1010","Marschall Immobilien GmbH","https://cache.willhaben.at/mmo/5/271/551/675_-1842680785_hoved.jpg"
"44","Exklusiv und Niveauvoll erwachen im Herzen Wiens nähe Parkring - Stadtpark *Innere Stadt*",569000.17,189,"1010","Reales EBV Entwicklung Beratung Vermittlung GmbH","https://cache.willhaben.at/mmo/9/355/676/969_-1683693010_hoved.jpg"
"45","WIEN: 1. Bezirk: ** TOP 2,5 Zimmer Wohnung- Ruhig und Zentral",1299000,65,"1010","wohnraumwerk Bauträger & Projektentwicklungs GmbH","https://cache.willhaben.at/mmo/3/355/669/923_-344985946_hoved.jpg"
"46","Stilvolle 3-Zimmer-Erstbezugseigentumswohnung Nähe Stephansplatz",996000,82,"1010","LIFESTYLE PROPERTIES","https://cache.willhaben.at/mmo/7/285/316/627_-2001800734_hoved.jpg"
"47","SONNIGES PIED-À-TERRE: AUSWÄNDIGST ADAPTIERTES UND GESCHMAKVOLL MÖBLIERTES ALTBAU-APPARTEMENT",2500000,83,"1010","RealGoodLiving Real Estate Services GmbH","https://cache.willhaben.at/mmo/7/255/229/027_-190710578_hoved.jpg"
"48","4 Zimmer Wohnung mit Blick auf Wiens Wahrzeichen NR 1",6990000,170,"1010","REALTA Immobilien B&Co GmbH","https://cache.willhaben.at/mmo/4/267/402/694_1337714359_hoved.jpg"
"49","Entzückende 2 Zimmer Wohnung - 360°- 3D Video Besichtigung",699000,49,"1020","Real Immobilien.wien","https://cache.willhaben.at/mmo/6/380/589/506_1570173207_hoved.jpg"
"50","++ 10% PROVISIONSRABATT ++ Großartige 4-Zimmer DG-Maisonette! tolle Dachterrasse mit tollem WEITBLICK! ++ VIDEOBESICHTIGUNG++",799000,120,"1020","Adonia Immobilien GmbH","https://cache.willhaben.at/mmo/6/380/572/186_1735583508_hoved.jpg"
"51","++10% PROVISIONSRABATT++ Hochwertige 4-Zimmer DG-Maisonette! mit 3 Terrassen und tollem WEITBLICK! **VIDEOBESICHTIGUNG**",849000,133,"1020","Adonia Immobilien GmbH","https://cache.willhaben.at/mmo/8/380/569/828_576971844_hoved.jpg"
"52","++ 10% PROVISIONSRABATT ++ Großartige 3-Zimmer DG-Maisonette! mit Terrasse und Dachterrasse, WEITBLICK über den Augarten!",3e+05,135,"1020","Adonia Immobilien GmbH","https://cache.willhaben.at/mmo/2/380/565/532_721480106_hoved.jpg"
"53","2-Zimmer-Wohnung in 1020 Wien von PRIVAT an PRIVAT zu verkaufen",630000,59,"1020","","https://cache.willhaben.at/mmo/1/362/832/511_-424092571_hoved.jpg"
"54","Anders als die Anderen! (Provisionsfrei)",396050,92,"1020","","https://cache.willhaben.at/mmo/2/379/482/182_1744752638_hoved.jpg"
"55","APARTE Single-oder Pärchenwohnung beim Augarten",479000,44,"1020","RIWOG Real Estate Management GmbH","https://cache.willhaben.at/mmo/2/367/922/802_1995563990_hoved.jpg"
"56","+ NEU+ DONAUWALZER AM DACH! -79,38M2-ERSTBEZUG-DACHGESCHOSSMAISONETTEWOHNUNG PLUS BALKON/ TERRASSE UND DONAUBLICK, NAHE U2 Donaumarina, 1020 WIEN",569000,79,"1020","Dr. Vospernik Immobilien","https://cache.willhaben.at/mmo/9/374/550/809_-890378921_hoved.jpg"
"57","++ Augartennähe++ 4-Zimmer Altbauwohnung, wunderschöner Stilaltbau! sehr gute Lage!",569000.69,104,"1020","Adonia Immobilien GmbH","https://cache.willhaben.at/mmo/2/380/495/012_-1362498962_hoved.jpg"
"58","**PURE ÄSTHETIK VEREINT MIT MODERNEM DESIGN - EXZELLENT SANIERTE 4 ZIMMER WOHNUNG**",449900,98,"1020","teamneunzehn.at Immobilienmanagement GmbH & Co KG","https://cache.willhaben.at/mmo/8/380/447/148_527819438_hoved.jpg"
"59","+ HERRLICH+ DONAUWALZER AM DACH! -75,57-ERSTBEZUG-DACHGESCHOSSMAISONETTEWOHNUNG PLUS BALKON/ TERRASSE UND DONAUBLICK, NAHE U2 Donaumarina, 1020 WIEN",395000,75,"1020","Dr. Vospernik Immobilien","https://cache.willhaben.at/mmo/8/380/444/698_525921587_hoved.jpg"
"60","++ WOHNJUWEL++ lichtdurchflutete Altbauwohnung im Herzen von Wien",789000,77,"1020","RIWOG Real Estate Management GmbH","https://cache.willhaben.at/mmo/2/380/338/422_-1731925687_hoved.jpg"
"61","HELLE 4-ZIMMERWOHNUNG MIT WEITBLICK ÜBER DEN 1. BEZIRK",330000,90,"1020","Mister Immo GmbH","https://cache.willhaben.at/mmo/2/380/419/472_-642849992_hoved.jpg"
"62","Schöne Wohnung mit Loggia in Augartennähe!",1139000,60,"1020","Mag. Andrea Jäger","https://cache.willhaben.at/mmo/7/380/418/647_1296626069_hoved.jpg"
"63","JETZT BESICHTIGEN: SICHER UND KONTAKTLOS! - Dachtraum mit fantastischen Freiflächen Nähe Augarten",525000,132,"1020","IVV Verkauf und Vermietungs GmbH","https://cache.willhaben.at/mmo/2/330/795/902_1987306656_hoved.jpg"
"64","Citynahes Wohnen zwischen Prater, Messe und Donau",886000,77,"1020","CBRE GmbH","https://cache.willhaben.at/mmo/0/373/686/070_-544084963_hoved.jpg"
"65","Citynahes Wohnen zwischen Prater, Messe und Donau",948000,127,"1020","CBRE GmbH","https://cache.willhaben.at/mmo/4/373/686/074_-544084963_hoved.jpg"
"66","Citynahes Wohnen zwischen Prater, Messe und Donau",220000,137,"1020","CBRE GmbH","https://cache.willhaben.at/mmo/7/373/686/077_-544084963_hoved.jpg"
"67","VERMIETETES, HOFSEITIGES & MODERNISIERTES ALTBAUAPARTMENT ( BJ 1927 )",749000,43,"1020","Stanzel & Co Wohnungs- u Geschäftsvermittlung GmbH","https://cache.willhaben.at/mmo/6/350/215/746_1643765855_hoved.jpg"
"68","MODERNES WOHNEN & IDYLLISCHE NATUR - DIREKT NEBEN DEM AUGARTEN",759000,88,"1020","eb Immobilienvermittlungs GmbH & Co KG","https://cache.willhaben.at/mmo/1/373/601/591_1425273187_hoved.jpg"
"69","MODERNES WOHNEN & IDYLLISCHE NATUR - DIREKT NEBEN DEM AUGARTEN",959000,94,"1020","eb Immobilienvermittlungs GmbH & Co KG","https://cache.willhaben.at/mmo/0/373/601/600_1220538060_hoved.jpg"
"70","MODERNES WOHNEN & IDYLLISCHE NATUR - DIREKT NEBEN DEM AUGARTEN",2698000,118,"1020","eb Immobilienvermittlungs GmbH & Co KG","https://cache.willhaben.at/mmo/7/373/601/607_530769289_hoved.jpg"
"71","Wohnungspaket",249000,563,"1020","IMMO-CONTRACT Wien","https://cache.willhaben.at/mmo/0/350/168/070_-349046482_hoved.jpg"
"72","Terrassenwohnung Nähe Augarten!",450000,50,"1020","OTTO IMMOBILIEN GRUPPE","https://cache.willhaben.at/mmo/0/380/222/240_-1695945357_hoved.jpg"
"73","Luxus Dachterrassenwohnung im Palais mit unverbautem Traumblick (Erstbezug)",1490000,112,"1040","B2C Team Realtrade Immobilien Vermittlungs GmbH","https://cache.willhaben.at/mmo/6/380/557/276_-1577521935_hoved.jpg"
"74","ERSTBEZUG 5-Zimmer Wohnung mit 2 Terrassen in modernem Gartenpalais zu verkaufen! VIDEO Besichtigung möglich!",798000,192,"1040","Moritz Immobilientreuhand GmbH","https://cache.willhaben.at/mmo/7/373/886/157_-211296372_hoved.jpg"
"75","DG-Wohnung in saniertem Altbau mit 3 Terrassen",416500,144,"1040","SMP Immobilientreuhand","https://cache.willhaben.at/mmo/7/315/251/117_1090384001_hoved.jpg"
"76","Exklusive topsanierte Altbauwohnung in revitalisiertem Biedermeierhaus",1349000,62,"1040","Galerie Immobilien GmbH","https://cache.willhaben.at/mmo/8/380/447/138_-1381566776_hoved.jpg"
"77","EXKLUSIVES WOHNJUWEL IN RUHIGER LAGE",449000,270,"1040","IVV Verkauf und Vermietungs GmbH","https://cache.willhaben.at/mmo/6/303/511/336_1830677227_hoved.jpg"
"78","** 3-ZIMMERWOHNUNG IM HERZEN DES DIPLOMATENVIERTELS **",599000,81,"1040","Mister Immo GmbH","https://cache.willhaben.at/mmo/2/380/382/452_-57741947_hoved.jpg"
"79","** EXKLUSIVE 3-ZIMMERWOHNUNG MIT SÜDWEST-TERRASSE **",699000,70,"1040","Mister Immo GmbH","https://cache.willhaben.at/mmo/1/380/382/421_-1499208037_hoved.jpg"
"80","QUALITY LIVING | 3-ZIMMERWOHNUNG MIT WINTERGARTEN",-1,88,"1040","Mister Immo GmbH","https://cache.willhaben.at/mmo/8/380/382/448_-917839540_hoved.jpg"
"81","NEW PRESTIGE - Exklusive, 4-Zimmer Wohnung mit Balkon und Terrasse (Exklusiver Erstbezug)",495600,159,"1040","B2C Team Realtrade Immobilien Vermittlungs GmbH","https://cache.willhaben.at/mmo/5/380/315/335_388429238_hoved.jpg"
"82","Nähe Naschmarkt - Exklusive Altbauwohnung in revitalisiertem Biedermeierhaus",775000,64,"1040","Galerie Immobilien GmbH","https://cache.willhaben.at/mmo/2/380/223/812_-911611328_hoved.jpg"
"83","THE RARITY - Wohnen am Theresianum!",349000,91,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/0/366/622/250_281604960_hoved.jpg"
"84","THE RARITY - Wohnen am Theresianum!",860000,40,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/7/366/622/257_423094028_hoved.jpg"
"85","THE RARITY - Wohnen am Theresianum!",999000,94,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/1/366/622/261_-561846953_hoved.jpg"
"86","THE RARITY - Wohnen am Theresianum!",795000,110,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/9/366/622/269_1251798484_hoved.jpg"
"87","THE RARITY - Wohnen am Theresianum!",630000,74,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/1/366/621/911_1251798484_hoved.jpg"
"88","THE RARITY - Wohnen am Theresianum!",1380000,54,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/9/366/621/919_-1505696102_hoved.jpg"
"89","THE RARITY - Wohnen am Theresianum!",926000,110,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/8/366/621/928_-1845565561_hoved.jpg"
"90","Neubauerstbezug: Dachgeschosswohnung mit Dachterrasse, Loggia und 2. Terrasse in zentraler Lage",999900,93,"1040","Mag. Koblinger Realitäten","https://cache.willhaben.at/mmo/9/380/162/639_1303177341_hoved.jpg"
"91","# ERSTBEZUG# Traumhafte Dachterrasse Maisonette! Stilvoller Altbau trifft auf modernen Dachausbau!",2390000,138,"1040","IMMOLADIES GmbH","https://cache.willhaben.at/mmo/7/316/537/957_-795336297_hoved.jpg"
"92","++ RARITÄT++ 192m², 5-Zimmer LUXUS-Neubauwohnung mit Terrassen! in BESTLAGE!",1490000,190,"1040","Adonia Immobilien GmbH","https://cache.willhaben.at/mmo/7/367/606/277_-83369362_hoved.jpg"
"93","""TAUBSTUMMENGASSE Leben im attraktiven Botschaftsviertel""",549000,75,"1040","RE/MAX Donau-City-Immobilien","https://cache.willhaben.at/mmo/5/380/039/575_-588647296_hoved.jpg"
"94","Zentrumsnaher Singel- oder Pärchentraum",320000,60,"1040","","https://cache.willhaben.at/mmo/9/379/993/769_-104995677_hoved.jpg"
"95","THE RARITY - Wohnen am Theresianum!",715000,89,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/1/366/622/241_281604960_hoved.jpg"
"96","THE RARITY - Wohnen am Theresianum!",690000,62,"1040","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/1/366/622/271_-1505696102_hoved.jpg"
"97","Schnäppchenpreis 3.600 EUR/ m2!! TOP als Anlage! 4-Zimmer Neubauwohnung plus 2 Garagenplätze in hervorragender Lage!! ++",399000,125,"1050","gb-direkt Finanzberatung & Immobilienhandel GmbH","https://cache.willhaben.at/mmo/0/380/598/300_-1904808278_hoved.jpg"
"98","FRANZENSGASSE | 3-Zimmer-Küche-Neubauwohnung (BJ 1971) | U4 Kettenbrückengasse",245000,79,"1050","MMI Mario Molnar Immobilienberatung","https://cache.willhaben.at/mmo/0/380/565/950_997192234_hoved.jpg"
"99","ANLEGER ACHTUNG ! - gut vermietete 3-Zimmer-Wohnung mit BALKON",1900000,60,"1050","artedomus. e.U.","https://cache.willhaben.at/mmo/9/380/537/729_-207004584_hoved.jpg"
"100","Beeindruckendes Penthouse mit extravaganter Ausstattung in Zentrumsnähe",449000,237,"1050","Marschall Immobilien GmbH","https://cache.willhaben.at/mmo/4/323/613/674_-133439153_hoved.jpg"
"101","Moderne 4-Zimmer Neubauwohnung im 4. Liftstock plus 2 Garagenplätze",599000,120,"1050","Akkadia Immobilienvermittlungs GmbH","https://cache.willhaben.at/mmo/3/380/521/493_-1569918263_hoved.jpg"
"102","DIREKT 4. BEZ: 24 m² TERRASSE + 10m² LOGGIA, SONNIGE ALTBAUWOHNUNG, TOPZUSTAND, SCHÖNES STILHAUS, BEGRÜNTER INNENHOF, BEIM NASCHMARKT",2498000,71,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/1/380/504/551_-1974931612_hoved.jpg"
"103","3909 - Wunderschöne Maisonette in Grünhofruhelage",630000,287,"1050","Birnleitner Immobilien GmbH.","https://cache.willhaben.at/mmo/7/361/851/857_741073475_hoved.jpg"
"104","RARITÄT: Altbauwohnung mit Terrasse in Toplage Nähe Naschmarkt",429000,99,"1050","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/9/338/355/429_-1566578252_hoved.jpg"
"105","5./4. Bez.. BEZ - LETZTER LIFTSTOCK SONNENBALKON TOPZUSTAND - HERRLICHES STILHAUS",599000.02,60,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/8/380/377/258_-787485295_hoved.jpg"
"106","Direkt 4. Bez. - ERSTBEZUG GROSSER BALKON 4. LIFTSTOCK SÜD-WEST HERRLICHES STILHAUS - SCHLÜSSELFERTIG",579000.01,87,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/9/380/368/879_1884222725_hoved.jpg"
"107","FAST 4. Bez. SONNIGER ERSTBEZUG BALKON BEGRÜNTE RUHIGE HOFLAGE, HERRLICHES STILHAUS - SCHLÜSSELFERTIG",429000,88,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/2/380/368/882_-286920894_hoved.jpg"
"108","Schöne Altbauwohnung mit Balkon in Top-Lage!",649000,62,"1050","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/5/366/334/645_-1099566646_hoved.jpg"
"109","EINZIGARTIGES NEUBAU JUWEL MIT LOGGIA",439000.02,109,"1050","Loft24 TM GmbH","https://cache.willhaben.at/mmo/1/380/342/831_-1665607419_hoved.jpg"
"110","17m² BALKON - Erstbezug BEGRÜNTE HOFLAGE HERRLICHES STILHAUS - 2. ETAGE SCHLÜSSELFERTIG",328000,60,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/4/380/327/434_-1179387389_hoved.jpg"
"111","Appartement, tlw. Grünblick, 2 Zimmer+ Nr, 64m², Topzustand, zentrale Lage",649000,64,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/3/380/318/853_-1400904879_hoved.jpg"
"112","1050! Sonnige, sehr schöne und kernsanierte DG-Maisonette mit Terrasse und Traumblick über Wien",250000,126,"1050","Steindl & Herzel Immobilien OG","https://cache.willhaben.at/mmo/3/373/629/193_-1807682257_hoved.jpg"
"113","Modern / Zentral / 57 m2 - Nähe Margaretengürtel",879000,57,"1050","eb Immobilienvermittlungs GmbH & Co KG","https://cache.willhaben.at/mmo/0/373/625/320_-1587878850_hoved.jpg"
"114","FAST 4. Bez. DACHERSTBEZUG 2 TERRASSEN WIENBLICK HIGH END 6./7. LIFTSTOCK HIGH END",279000,106,"1050","H.S. Immomakler","https://cache.willhaben.at/mmo/2/380/278/362_1646457718_hoved.jpg"
"115","Lichtdurchflutete 2-Zimmer Altbauwohnung",879000,71,"1050","aeterna immobilien GmbH","https://cache.willhaben.at/mmo/4/268/480/854_586072353_hoved.jpg"
"116","ERSTBEZUG: traumhafte Dachgeschosswohnung in Toplage",175000,104,"1050","WINEGG Makler GmbH","https://cache.willhaben.at/mmo/5/366/340/485_210364384_hoved.jpg"
"117","Smartes 1-Zimmer Juwel in Ruhelage",399000,32,"1050","Job Profile GmbH","https://cache.willhaben.at/mmo/4/380/128/744_1304687271_hoved.jpg"
"118",">>>VIRTUELLE 3D-BESICHTIGUNG!! FREI VERMIETBARE ERSTBEZUGS-WOHNUNG IN IMPOSANTEM ALTBAU NÄCHST 1040 WIEN!<<",329000,66,"1050","FIRST IMMO","https://cache.willhaben.at/mmo/0/380/085/020_-1531124319_hoved.jpg"
"119","Top Anbindung/ Südloggia zum Hof/4. Liftstock",184800,87,"1050","PlanetHome Immobilien GmbH","https://cache.willhaben.at/mmo/5/364/900/655_291369190_hoved.jpg"
"120","Provisionsfrei- 2 Zimmer- zentrale Ruhelage- U4 Nähe",160000,44,"1050","","https://cache.willhaben.at/mmo/9/379/991/929_278197903_hoved.jpg"
"121","Wohnen und Arbeiten - Ruhige Stadtoase mit Design-Garten",1800000,340,"1060","OTTO IMMOBILIEN GRUPPE","https://cache.willhaben.at/mmo/1/380/560/701_-1174146230_hoved.jpg"
"122","Prunkvolle Altbaurarität mit Rundumblick",749000,202,"1060","Wohnen & Wert Realitätenvermittlung GmbH","https://cache.willhaben.at/mmo/9/380/544/599_-152055042_hoved.jpg"
"123","Über den Dächern des 6. Bezirks",385000,109,"1060","IMMO-CONTRACT Wien","https://cache.willhaben.at/mmo/3/367/903/183_-1455556222_hoved.jpg"
"124","Stilaltbau, Tolle Lage, 3. Lifstock, hell & ruhig, 7 Gehminuten zur Mariahilfer Straße, teilsansiert",550000,95,"1060","Brehm Immobilien GmbH","https://cache.willhaben.at/mmo/8/380/355/788_759160776_hoved.jpg"
"125","Helle, ruhige 3-4 Zimmer Wohnung in Stilaltbau, Tolle Lage, hoher Liftstock, 7 Gehminuten zur Mariahilfer Straße, teilsaniert",622000,111,"1060","Brehm Immobilien GmbH","https://cache.willhaben.at/mmo/4/380/355/794_87485374_hoved.jpg"
"126","Grünblick, Altbauwohnung in Stilaltbau mit Balkon, Hofruhelage, 2. OG, Tolle Lage",520000,77,"1060","Brehm Immobilien GmbH","https://cache.willhaben.at/mmo/9/380/352/049_98952157_hoved.jpg"
"127","Altbauwohnung (Wiederaufbau 1954), top saniert, inkl. neuer Küche, vermietet bis 2022",410000,79,"1060","gfimmobilien e.U.","https://cache.willhaben.at/mmo/0/282/357/520_-959126513_hoved.jpg"
"128","Herrlicher Blick",825000,131,"1060","Spiegelfeld Immobilien GmbH","https://cache.willhaben.at/mmo/5/380/090/405_314438522_hoved.jpg"
"129","Exklusive 131 m2 DG Wohnung mit fantastischem Fernblick - Mariahilf",825000,131,"1060","Immobiliaris GmbH","https://cache.willhaben.at/mmo/3/380/153/483_-800525655_hoved.jpg"
"130","++ Wohnen beim Raimund Theater ++ Traumhafte 4-Zimmer-Stil-Altbauwohnung mit hohen Räumen in absoluter Ruhelage/ Erstbezug",597000,93,"1060","RIWOG Real Estate Management GmbH","https://cache.willhaben.at/mmo/5/380/137/965_1698123_hoved.jpg"
"131","++ ALT-WIEN Stil ++ traumhafte 4-Zimmer Altbauwohnung in Ruhelage mitten im Sechsten nahe dem Raimund Theater ** 3,30m Raumhöhe!!",647000,98,"1060","RIWOG Real Estate Management GmbH","https://cache.willhaben.at/mmo/7/380/135/657_902229233_hoved.jpg"
